Code,Name,Level,Card_type,Color,Form,Attribute,Digimon_type,DP,Play_cost,Digivolve_cost_1,Digivolve_level_1,Digivolve_cost_2,Digivolve_level_2,Effect,Digivolve_effect,Security_effect,Deck_type,Deck_name
BT6-027,Majiramon,5,Digimon,Blue,Ultimate,Data,Holy Dragon/Deva,7000,7,3,4,NULL,NULL,[When Digivolving] Trash 1 digivolution card from the top of 1 of your opponent's Digimon.,"[When Attacking][Once Per Turn] If your opponent has no Digimon with digivolution cards in play, unsuspend this Digimon.",NULL,booster, Double Diamond [Bt-06]
BT6-028,Pukumon,6,Digimon,Blue,Mega,Virus,Mutant,11000,11,3,5,NULL,NULL,[Main] ＜Digi-Burst 2＞ (Trash 2 of this Digimon's Digivolution cards to activate the effect below.)・Your Digimon can't be blocked by your opponent's Digimon this turn.,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-029,Azulongmon,6,Digimon,Blue,Mega,Data,Holy Dragon/Four Great Dragons/Four Sovereigns,13000,13,5,5,NULL,NULL,"[When Digivolving] Trash 1 digivolution card from the bottom of all of your opponent's Digimon. Then, gain 1 memory for each of your opponent's Digimon with no digivolution cards.[Your Turn] For each Digimon with no digivolution cards your opponent has in play, this Digimon gains ＜Security Attack +1＞. (This Digimon checks 1 additional security card.)",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-030,Gabumon - Bond of Friendship,7,Digimon,Blue,Mega,Unknown,Unknown,14000,14,3,6,NULL,NULL,"[When Attacking][Once Per Turn] If you have a Tamer in play, you may unsuspend this Digimon.[When Attacking] Return 1 of your opponent's level 5 or lower Digimon to the bottom of its owner's deck. Trash all of the digivolution cards of that Digimon.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-031,Tinkermon,3,Digimon,Yellow,Rookie,Virus,Fairy,2000,3,0,2,NULL,NULL,[On Deletion] 1 of your opponent's Digimon gains ＜Security Attack -1＞ (This Digimon checks 1 fewer security cards) until the end of your opponent's next turn.,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-032,Tapirmon,3,Digimon,Yellow,Rookie,Vaccine,Holy Beast,2000,3,0,2,NULL,NULL,NULL,"[Your Turn][Once Per Turn] When a card is removed from your security stack, trigger ＜Draw 1＞. (Draw 1 card from your deck.)",NULL,booster, Double Diamond [Bt-06]
BT6-033,Pulsemon,3,Digimon,Yellow,Rookie,Vaccine,Beastkin,2000,3,0,2,NULL,NULL,[On Play] You may trash cards from the top of your security stack until there are 3 left; gain 1 memory for each security card trashed.,"[Your Turn] While you have 3 security cards, this Digimon gains ＜Jamming＞. (This Digimon can't be deleted in battles against Security Digimon.)",NULL,booster, Double Diamond [Bt-06]
BT6-034,Wizardmon,4,Digimon,Yellow,Champion,Data,Wizard,4000,4,2,3,NULL,NULL,NULL,"[Your Turn][Once Per Turn] When a card is removed from your security stack, gain 1 memory.",NULL,booster, Double Diamond [Bt-06]
BT6-035,Baluchimon,4,Digimon,Yellow,Champion,Data,Holy Beast,5000,4,2,3,NULL,NULL,"[On Play] If you have 3 or fewer security cards, trigger ＜Draw 2＞. (Draw 2 cards from your deck.)",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-036,Mimicmon,4,Digimon,Yellow,Champion,Virus,Mutant,3000,4,2,3,NULL,NULL,"[On Play] If you have 3 or fewer security cards, gain 2 memory.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-037,Bulkmon,4,Digimon,Yellow,Champion,Vaccine,Dragonkin,5000,5,2,3,NULL,NULL,"[Your Turn] While you have 3 or more security cards, this Digimon gains ＜Security Attack +1＞. (This Digimon checks 1 additional security card.)",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-038,Apemon,4,Digimon,Yellow,Champion,Vaccine,Beastkin,8000,6,2,3,NULL,NULL,NULL,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-039,Mammothmon,5,Digimon,Yellow,Ultimate,Vaccine,Ancient Animal,6000,5,3,4,NULL,NULL,NULL,"[All Turns] While you have 3 or fewer security cards, this Digimon gets +1000 DP.",NULL,booster, Double Diamond [Bt-06]
BT6-040,Mistymon,5,Digimon,Yellow,Ultimate,Virus,Magic Warrior,7000,6,3,4,NULL,NULL,NULL,"[Your Turn][Once Per Turn] When a card is removed from your security stack, 1 of your opponent's Digimon gets -2000 DP for the turn.",NULL,booster, Double Diamond [Bt-06]
BT6-041,Manticoremon,5,Digimon,Yellow,Ultimate,Virus,Dark Animal,7000,7,3,4,NULL,NULL,[When Attacking] You may trash the top card of your security stack to have 1 of your opponent's Digimon get -5000 DP for the turn.,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-042,Babamon,6,Digimon,Yellow,Mega,Vaccine,Ancient,10000,11,3,5,3,5,[On Deletion] You may play 1 [Rosemon] or up to 2 yellow level 3 Digimon cards from your hand without paying their memory costs.,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-043,SkullMammothmon,6,Digimon,Yellow,Mega,Vaccine,Undead,11000,12,3,5,NULL,NULL,"＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[All Turns] While you have 3 or fewer security cards, this Digimon gets +2000 DP.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-044,Dynasmon,6,Digimon,Yellow,Mega,Data,Holy Warrior/Royal Knight,12000,12,4,5,NULL,NULL,"[When Digivolving] You may trash the top card of your security stack to reveal the top 6 cards of your deck. Add up to 2 level 6 or lower Digimon cards among them to your hand. Trash the remaining cards.[All Turns][Once Per Turn] When a card is removed from your security stack, if you have 3 or fewer security cards, trigger ＜Recovery +1 (Deck)＞. (Place the top card of your deck on top of your security stack.)",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-045,Bakomon,3,Digimon,Green,Rookie,Data,Mutant,2000,3,0,2,NULL,NULL,NULL,"[When Attacking] If your opponent has 2 or more suspended Digimon, gain 1 memory.",NULL,booster, Double Diamond [Bt-06]
BT6-046,Pomumon,3,Digimon,Green,Rookie,Data,Vegetation,5000,3,1,2,NULL,NULL,NULL,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-047,Morphomon,3,Digimon,Green,Rookie,Vaccine,Insectoid,1000,3,0,2,NULL,NULL,[On Deletion] Reveal the top 5 cards of your deck. Add 1 [Menoa Bellucci] and 1 Digimon card with [Eosmon] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-048,Parasaurmon,4,Digimon,Green,Champion,Virus,Dinosaur,5000,3,2,3,NULL,NULL,NULL,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-049,Arbormon,4,Digimon,Green,Hybrid,Variable,Cyborg,5000,5,2,3,NULL,NULL,You may digivolve this card from your hand onto one of your green Tamers as if the Tamer is a level 3 Digimon.,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-050,Petaldramon,4,Digimon,Green,Hybrid,Variable,Vegetation,7000,6,3,3,NULL,NULL,"You may digivolve this card from your hand onto one of your green Tamers as if the Tamer is a level 3 Digimon.＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-051,Toropiamon,5,Digimon,Green,Ultimate,Virus,Vegetation,6000,5,3,4,NULL,NULL,NULL,[When Attacking] Suspend 1 of your opponent's Digimon with 5000 DP or less.,NULL,booster, Double Diamond [Bt-06]
BT6-052,Entmon,5,Digimon,Green,Ultimate,Virus,Vegetation,8000,8,3,4,NULL,NULL,"[Your Turn][Once Per Turn] When this Digimon deletes an opponent's Digimon in battle and survives, unsuspend it.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-053,Eldradimon,6,Digimon,Green,Mega,Data,Mutant,12000,12,4,5,NULL,NULL,＜Security Attack +1＞ (This Digimon checks 1 additional security card.)[Opponent's Turn] Your opponent's effects can't reduce this Digimon's DP.,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-054,AncientTroymon,6,Digimon,Green,Mega,Data,Ancient Plant/Ten Warriors,13000,13,5,5,NULL,NULL,"[Opponent's Turn] When an opponent's Digimon attacks, suspend up to 2 of their Digimon without ＜Blocker＞.[On Deletion] You may play 1 green level 4 or lower Digimon card with Hybrid in its form from your hand without paying its memory cost.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-055,Junkmon,3,Digimon,Black,Rookie,Virus,Puppet,2000,3,0,2,NULL,NULL,NULL,[On Deletion] Gain 1 memory.,NULL,booster, Double Diamond [Bt-06]
BT6-056,Chikurimon,3,Digimon,Black,Rookie,Virus,Mine,1000,3,0,2,NULL,NULL,"[Security] At the end of the battle, trigger ＜De-Digivolve 1＞ on 1 of your opponent's Digimon. (Trash 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.)",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-057,ToyAgumon,3,Digimon,Black,Rookie,Virus,Puppet,2000,3,0,2,NULL,NULL,NULL,"[All Turns] While this Digimon has ＜Blocker＞, it gets +1000 DP.",NULL,booster, Double Diamond [Bt-06]
BT6-058,Nanimon,4,Digimon,Black,Champion,Virus,Invader,2000,3,2,3,NULL,NULL,"[Security] At the end of the battle, play this card without paying its memory cost.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-059,Machmon,4,Digimon,Black,Champion,Vaccine,Cyborg,5000,4,2,3,NULL,NULL,"＜Decoy (Black)＞ (When one of your other black Digimon would be deleted by an opponent's effect, you may delete this Digimon to prevent that deletion.)",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-060,Deputymon,4,Digimon,Black,Champion,Vaccine,Mutant,4000,5,2,3,NULL,NULL,"[On Play] Reveal the top 4 cards of your deck. Add 1 Digimon card with [Three Musketeers] in its type and/or 1 Option card with a memory cost of 7 among them to your hand. Trash the remaining cards.[Your Turn] This Digimon can digivolve into a Digimon card with [Three Musketeers] in its type from your hand for a memory cost of 6, ignoring its digivolution requirements.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-061,Gigadramon,5,Digimon,Black,Ultimate,Virus,Cyborg,7000,6,3,4,3,4,[Your Turn] This Digimon is also treated as red.,[Opponent's Turn] This Digimon gets +2000 DP.,NULL,booster, Double Diamond [Bt-06]
BT6-062,Volcanomon,5,Digimon,Black,Ultimate,Data,Cyborg,7000,6,3,4,NULL,NULL,NULL,"[Your Turn] While your opponent has an unsuspended Digimon in play, this Digimon gains ＜Security Attack +1＞. (This Digimon checks 1 additional security card.)",NULL,booster, Double Diamond [Bt-06]
BT6-063,BigMamemon,5,Digimon,Black,Ultimate,Data,Mutant,10000,7,3,4,NULL,NULL,NULL,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-064,Mamemon,5,Digimon,Black,Ultimate,Data,Mutant,6000,7,3,4,NULL,NULL,"＜Decoy (Black)＞ (When one of your other black Digimon would be deleted by an opponent's effect, you may delete this Digimon to prevent that deletion.)[On Deletion] Delete 1 of your opponent's Digimon with a play cost of 7 or less.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-065,Gundramon,6,Digimon,Black,Mega,Virus,Machine/Three Musketeers,11000,11,4,5,NULL,NULL,"＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[When Digivolving] Reveal the top 5 cards of your deck. You may use 1 Option card with a memory cost of 7 among them without paying its memory cost. Trash the remaining cards. If you don't use an Option card with this effect, delete 1 of your opponent's Digimon with a play cost of 4 or less.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-066,PileVolcamon,6,Digimon,Black,Mega,Data,Cyborg,11000,11,3,5,NULL,NULL,"＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.)[Opponent's Turn][Once Per Turn] When one of your other Digimon is deleted, trigger ＜De-Digivolve 1＞ on 1 of your opponent's Digimon. (Trash 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.)",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-067,Gankoomon,6,Digimon,Black,Mega,Data,Holy Warrior/Royal Knight,12000,12,4,5,NULL,NULL,"[When Digivolving] Delete all of your opponent's Digimon with the lowest play cost.[Your Turn] While your opponent has an unsuspended Digimon, this Digimon gains ＜Security Attack +1＞. (This Digimon checks 1 additional security card.)",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-068,Impmon,3,Digimon,Purple,Rookie,Virus,Evil,2000,3,0,2,NULL,NULL,"[On Play] You may trash 1 card in your hand. If you do, return 1 Digimon card with [Seven Great Demon Lords] or [Three Musketeers] in its type from your trash to your hand.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-069,Goblimon,3,Digimon,Purple,Rookie,Virus,Demon,2000,3,0,2,NULL,NULL,NULL,"[Your Turn][Once Per Turn] When you trash a card in your hand using one of your effects, this Digimon gets +2000 DP for the turn.",NULL,booster, Double Diamond [Bt-06]
BT6-070,Elecmon,3,Digimon,Purple,Rookie,Virus,Mammal,2000,4,0,2,NULL,NULL,[On Deletion] Delete 1 of your opponent's level 3 Digimon.,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-071,Kinkakumon,4,Digimon,Purple,Champion,Virus,Demon,5000,4,2,3,NULL,NULL,NULL,[When Attacking] You may trash 1 card in your hand to delete 1 of your opponent's level 3 Digimon.,NULL,booster, Double Diamond [Bt-06]
BT6-072,Ogremon,4,Digimon,Purple,Champion,Virus,Demon,4000,5,2,3,NULL,NULL,[On Play] You may trash 1 card in your hand to delete 1 of your opponent's level 4 or lower Digimon.,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-073,Ginkakumon,4,Digimon,Purple,Champion,Virus,Demon,5000,5,2,3,NULL,NULL,NULL,"[Your Turn][Once Per Turn] When you trash a card in your hand using one of your effects, gain 1 memory.",NULL,booster, Double Diamond [Bt-06]
BT6-074,Boogiemon,4,Digimon,Purple,Champion,Virus,Wizard,7000,5,2,3,NULL,NULL,NULL,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-075,Ginkakumon Promote,4,Digimon,Purple,Champion,Virus,Demon,6000,6,2,3,1,3,"＜Rush＞ (This Digimon can attack the turn it comes into play.)[On Play] You may place 1 [Kinkakumon] and/or 1 [Ginkakumon] from your trash in this card's digivolution cards in any order. If you place 2 cards with this effect, trigger ＜Draw 1＞ (Draw 1 card from your deck) and gain 1 memory.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-076,Feresmon,5,Digimon,Purple,Ultimate,Virus,Fallen Angel,9000,6,3,4,NULL,NULL,NULL,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-077,Rebellimon,5,Digimon,Purple,Ultimate,Virus,Cyborg,7000,7,3,4,3,4,"[When Digivolving] You may trash 1 card in your hand to have this Digimon gain ＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead) and ＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling) until the end of your opponent's next turn.[All Turns] This Digimon is also treated as black.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-078,SkullGreymon,5,Digimon,Purple,Ultimate,Virus,Undead,7000,8,3,4,NULL,NULL,"When you trash this card in your hand using one of your effects, you may place it under 1 of your purple Digimon at the bottom of its digivolution cards.[When Attacking] You may trash 1 card in your hand to have this Digimon get +3000 DP for the turn.","＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)",NULL,booster, Double Diamond [Bt-06]
BT6-079,Murmukusmon,6,Digimon,Purple,Mega,Virus,Demon Lord,10000,11,3,5,NULL,NULL,"＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)[On Deletion] If you have 10 or more cards in your trash, you may play 1 [Ornismon] from your trash without paying its memory cost.",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-080,Ornismon,6,Digimon,Purple,Mega,Virus,Ancient Bird,12000,12,4,5,NULL,NULL,＜Security Attack +1＞ (This Digimon checks 1 additional security card.)[On Play] Delete 1 of your opponent's level 5 or lower Digimon.,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-081,Titamon,6,Digimon,Purple,Mega,Virus,Shaman,12000,12,4,5,NULL,NULL,"[When Digivolving] Trash 1 card in your hand. Then, you may play 1 purple level 4 or lower Digimon card from your trash without paying its memory cost.[Your Turn][Once Per Turn] When you trash a card in your hand using one of your effects, this Digimon gets +2000 DP and ＜Security Attack +1＞ for the turn. (This Digimon checks 1 additional security card.)",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-082,Sistermon Blanc,3,Digimon,White,Rookie,Vaccine,Puppet,3000,3,NULL,NULL,NULL,NULL,"[All Turns] While you have a Digimon with [Huckmon] in its name or [Royal Knight] in its type in play, all of your Digimon with [Sistermon] in their names gain ＜Blocker＞. (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[On Play] Trigger ＜Draw 1＞. (Draw 1 card from your deck.)",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-083,Eosmon,4,Digimon,White,Champion,Unknown,Unknown,4000,4,2,3,NULL,NULL,"[On Play] You may play 1 white Tamer card with a play cost of 4 or less from your hand without paying its memory cost. Then, your opponent may play 1 Tamer card from their hand without paying its memory cost.",[When Attacking] You may play 1 white Tamer card with a play cost of 4 or less from your hand without paying its memory cost.,NULL,booster, Double Diamond [Bt-06]
BT6-084,Sistermon Noir,4,Digimon,White,Champion,Virus,Puppet,5000,4,NULL,NULL,NULL,NULL,[All Turns] All of your Digimon with [Huckmon] in their names or [Royal Knight] in their types get +2000 DP.[On Play] Gain 1 memory.,NULL,NULL,booster, Double Diamond [Bt-06]
BT6-085,Eosmon,5,Digimon,White,Ultimate,Unknown,Unknown,6000,5,3,4,3,4,You can include up to 50 copies of cards with this card's card number in your deck.[When Attacking] You may play 1 level 5 or lower [Eosmon] from your hand without paying its memory cost.,[Your Turn] This Digimon gets +1000 DP.,NULL,booster, Double Diamond [Bt-06]
BT6-086,Eosmon,6,Digimon,White,Mega,Unknown,Unknown,13000,13,5,5,5,5,"[When Digivolving] For each Tamer in play, you may place 1 level 5 or lower [Eosmon] from your trash at the top of this Digimon's digivolution cards in any order. If you place 2 or more cards with this effect, delete 1 of your opponent's Digimon.[Your Turn] For every 3 digivolution cards this Digimon has, it gains ＜Security Attack +1＞. (This Digimon checks 1 additional security card.)",NULL,NULL,booster, Double Diamond [Bt-06]
BT6-087,Tai Kamiya,NULL,Tamer,Red,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[Your Turn] When one of your Digimon with [Agumon] or [Greymon] in its name moves from the breeding area to the battle area, gain 1 memory and trigger ＜Draw 1＞. (Draw 1 card from your deck.)[Main][Once Per Turn] Digivolve your [Agumon] into 1 [Agumon - Bond of Bravery] in your hand for its digivolution cost, ignoring its level. If you do, trash the top 2 cards of your security stack. Then, if you have 1 or more security cards, delete that Digimon at the end of the turn.",NULL,[Security] Play this card without paying its memory cost.,booster, Double Diamond [Bt-06]
