"Code","Deck_Type","Deck_Name","Name","Card_Type","Form","Attribute","Type","Color","Card_Level","DP","Play_Cost","Cost_Digievolution1","Level_Digievolution1","Cost_Digievolution2","Level_Digievolution2","Effect","Digivolve_Effect","Security_Effect"
"BT6-029","Booster","Double Diamond","Azulongmon","Digimon","Mega","Data","Holy Dragon/Four Great Dragons/Four Sovereigns","Blue","4",13000,13,5,"5",NA,NA,"[When Digivolving] Trash 1 digivolution card from the bottom of all of your opponent's Digimon. Then, gain 1 memory for each of your opponent's Digimon with no digivolution cards.[Your Turn] For each Digimon with no digivolution cards your opponent has in play, this Digimon gains <Security Attack +1>. (This Digimon checks 1 additional security card.)","-","-"
"BT6-030","Booster","Double Diamond","Gabumon - Bond of Friendship","Digimon","Mega","Unknown","Unknown","Blue","4",14000,14,3,"6",NA,NA,"[When Attacking][Once Per Turn] If you have a Tamer in play, you may unsuspend this Digimon.[When Attacking] Return 1 of your opponent's level 5 or lower Digimon to the bottom of its owner's deck. Trash all of the digivolution cards of that Digimon.","-","-"
"BT6-030","Booster","Double Diamond","Gabumon - Bond of Friendship","Digimon","Mega","Unknown","Unknown","Blue","5",14000,14,3,"6",NA,NA,"[When Attacking][Once Per Turn] If you have a Tamer in play, you may unsuspend this Digimon.[When Attacking] Return 1 of your opponent's level 5 or lower Digimon to the bottom of its owner's deck. Trash all of the digivolution cards of that Digimon.","-","-"
"BT6-031","Booster","Double Diamond","Tinkermon","Digimon","Rookie","Virus","Fairy","Yellow","5",2000,3,0,"2",NA,NA,"[On Deletion] 1 of your opponent's Digimon gains <Security Attack -1> (This Digimon checks 1 fewer security cards) until the end of your opponent's next turn.","-","-"
"BT6-032","Booster","Double Diamond","Tapirmon","Digimon","Rookie","Vaccine","Holy Beast","Yellow","6",2000,3,0,"2",NA,NA,"-","[Your Turn][Once Per Turn] When a card is removed from your security stack, trigger <Draw 1>. (Draw 1 card from your deck.)","-"
"BT6-033","Booster","Double Diamond","Pulsemon","Digimon","Rookie","Vaccine","Beastkin","Yellow","6",2000,3,0,"2",NA,NA,"[On Play] You may trash cards from the top of your security stack until there are 3 left; gain 1 memory for each security card trashed.","[Your Turn] While you have 3 security cards, this Digimon gains <Jamming>. (This Digimon can't be deleted in battles against Security Digimon.)","-"
"BT6-033","Booster","Double Diamond","Pulsemon","Digimon","Rookie","Vaccine","Beastkin","Yellow","3",2000,3,0,"2",NA,NA,"[On Play] You may trash cards from the top of your security stack until there are 3 left; gain 1 memory for each security card trashed.","[Your Turn] While you have 3 security cards, this Digimon gains <Jamming>. (This Digimon can't be deleted in battles against Security Digimon.)","-"
"BT6-034","Booster","Double Diamond","Wizardmon","Digimon","Champion","Data","Wizard","Yellow","3",4000,4,2,"3",NA,NA,"-","[Your Turn][Once Per Turn] When a card is removed from your security stack, gain 1 memory.","-"
"BT6-035","Booster","Double Diamond","Baluchimon","Digimon","Champion","Data","Holy Beast","Yellow","3",5000,4,2,"3",NA,NA,"[On Play] If you have 3 or fewer security cards, trigger <Draw 2>. (Draw 2 cards from your deck.)","-","-"
"BT6-036","Booster","Double Diamond","Mimicmon","Digimon","Champion","Virus","Mutant","Yellow","4",3000,4,2,"3",NA,NA,"[On Play] If you have 3 or fewer security cards, gain 2 memory.","-","-"
"BT6-037","Booster","Double Diamond","Bulkmon","Digimon","Champion","Vaccine","Dragonkin","Yellow","4",5000,5,2,"3",NA,NA,"[Your Turn] While you have 3 or more security cards, this Digimon gains <Security Attack +1>. (This Digimon checks 1 additional security card.)","-","-"
"BT6-038","Booster","Double Diamond","Apemon","Digimon","Champion","Vaccine","Beastkin","Yellow","4",8000,6,2,"3",NA,NA,"-","-","-"
"BT6-039","Booster","Double Diamond","Mammothmon","Digimon","Ultimate","Vaccine","Ancient Animal","Yellow","5",6000,5,3,"4",NA,NA,"-","[All Turns] While you have 3 or fewer security cards, this Digimon gets +1000 DP.","-"
"BT6-040","Booster","Double Diamond","Mistymon","Digimon","Ultimate","Virus","Magic Warrior","Yellow","5",7000,6,3,"4",NA,NA,"-","[Your Turn][Once Per Turn] When a card is removed from your security stack, 1 of your opponent's Digimon gets -2000 DP for the turn.","-"
"BT6-041","Booster","Double Diamond","Manticoremon","Digimon","Ultimate","Virus","Dark Animal","Yellow","5",7000,7,3,"4",NA,NA,"[When Attacking] You may trash the top card of your security stack to have 1 of your opponent's Digimon get -5000 DP for the turn.","-","-"
"BT6-042","Booster","Double Diamond","Babamon","Digimon","Mega","Vaccine","Ancient","Yellow","5",10000,11,3,"5",3,"5","[On Deletion] You may play 1 [Rosemon] or up to 2 yellow level 3 Digimon cards from your hand without paying their memory costs.","-","-"
"BT6-043","Booster","Double Diamond","SkullMammothmon","Digimon","Mega","Vaccine","Undead","Yellow","6",11000,12,3,"5",NA,NA,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[All Turns] While you have 3 or fewer security cards, this Digimon gets +2000 DP.","-","-"
"BT6-044","Booster","Double Diamond","Dynasmon","Digimon","Mega","Data","Holy Warrior/Royal Knight","Yellow","6",12000,12,4,"5",NA,NA,"[When Digivolving] You may trash the top card of your security stack to reveal the top 6 cards of your deck. Add up to 2 level 6 or lower Digimon cards among them to your hand. Trash the remaining cards.[All Turns][Once Per Turn] When a card is removed from your security stack, if you have 3 or fewer security cards, trigger <Recovery +1 (Deck)>. (Place the top card of your deck on top of your security stack.)","-","-"
"BT6-045","Booster","Double Diamond","Bakomon","Digimon","Rookie","Data","Mutant","Green","3",2000,3,0,"2",NA,NA,"-","[When Attacking] If your opponent has 2 or more suspended Digimon, gain 1 memory.","-"
"BT6-046","Booster","Double Diamond","Pomumon","Digimon","Rookie","Data","Vegetation","Green","3",5000,3,1,"2",NA,NA,"-","-","-"
"BT6-047","Booster","Double Diamond","Morphomon","Digimon","Rookie","Vaccine","Insectoid","Green","3",1000,3,0,"2",NA,NA,"[On Deletion] Reveal the top 5 cards of your deck. Add 1 [Menoa Bellucci] and 1 Digimon card with [Eosmon] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.","-","-"
"BT6-047","Booster","Double Diamond","Morphomon","Digimon","Rookie","Vaccine","Insectoid","Green","4",1000,3,0,"2",NA,NA,"[On Deletion] Reveal the top 5 cards of your deck. Add 1 [Menoa Bellucci] and 1 Digimon card with [Eosmon] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.","-","-"
"BT6-048","Booster","Double Diamond","Parasaurmon","Digimon","Champion","Virus","Dinosaur","Green","4",5000,3,2,"3",NA,NA,"-","-","-"
"BT6-049","Booster","Double Diamond","Arbormon","Digimon","Hybrid","Variable","Cyborg","Green","4",5000,5,2,"3",NA,NA,"You may digivolve this card from your hand onto one of your green Tamers as if the Tamer is a level 3 Digimon.","-","-"
"BT6-050","Booster","Double Diamond","Petaldramon","Digimon","Hybrid","Variable","Vegetation","Green","4",7000,6,3,"3",NA,NA,"You may digivolve this card from your hand onto one of your green Tamers as if the Tamer is a level 3 Digimon.<Piercing> (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)","-","-"
"BT6-051","Booster","Double Diamond","Toropiamon","Digimon","Ultimate","Virus","Vegetation","Green","4",6000,5,3,"4",NA,NA,"-","[When Attacking] Suspend 1 of your opponent's Digimon with 5000 DP or less.","-"
"BT6-052","Booster","Double Diamond","Entmon","Digimon","Ultimate","Virus","Vegetation","Green","5",8000,8,3,"4",NA,NA,"[Your Turn][Once Per Turn] When this Digimon deletes an opponent's Digimon in battle and survives, unsuspend it.","-","-"
"BT6-053","Booster","Double Diamond","Eldradimon","Digimon","Mega","Data","Mutant","Green","5",12000,12,4,"5",NA,NA,"<Security Attack +1> (This Digimon checks 1 additional security card.)[Opponent's Turn] Your opponent's effects can't reduce this Digimon's DP.","-","-"
"BT6-054","Booster","Double Diamond","AncientTroymon","Digimon","Mega","Data","Ancient Plant/Ten Warriors","Green","5",13000,13,5,"5",NA,NA,"[Opponent's Turn] When an opponent's Digimon attacks, suspend up to 2 of their Digimon without <Blocker>.[On Deletion] You may play 1 green level 4 or lower Digimon card with Hybrid in its form from your hand without paying its memory cost. ","-","-"
"BT6-055","Booster","Double Diamond","Junkmon","Digimon","Rookie","Virus","Puppet","Black","6",2000,3,0,"2",NA,NA,"-","[On Deletion] Gain 1 memory.","-"
"BT6-056","Booster","Double Diamond","Chikurimon","Digimon","Rookie","Virus","Mine","Black","6",1000,3,0,"2",NA,NA,"[Security] At the end of the battle, trigger <De-Digivolve 1> on 1 of your opponent's Digimon. (Trash 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.)","-","-"
"BT6-057","Booster","Double Diamond","ToyAgumon","Digimon","Rookie","Virus","Puppet","Black","6",2000,3,0,"2",NA,NA,"-","[All Turns] While this Digimon has <Blocker>, it gets +1000 DP.","-"
"BT6-058","Booster","Double Diamond","Nanimon","Digimon","Champion","Virus","Invader","Black","3",2000,3,2,"3",NA,NA,"[Security] At the end of the battle, play this card without paying its memory cost.","-","-"
"BT6-059","Booster","Double Diamond","Machmon","Digimon","Champion","Vaccine","Cyborg","Black","4",5000,4,2,"3",NA,NA,"<Decoy (Black)> (When one of your other black Digimon would be deleted by an opponent's effect, you may delete this Digimon to prevent that deletion.)","-","-"
"BT6-060","Booster","Double Diamond","Deputymon","Digimon","Champion","Vaccine","Mutant","Black","4",4000,5,2,"3",NA,NA,"[On Play] Reveal the top 4 cards of your deck. Add 1 Digimon card with [Three Musketeers] in its type and/or 1 Option card with a memory cost of 7 among them to your hand. Trash the remaining cards.[Your Turn] This Digimon can digivolve into a Digimon card with [Three Musketeers] in its type from your hand for a memory cost of 6, ignoring its digivolution requirements.","-","-"
"BT6-061","Booster","Double Diamond","Gigadramon","Digimon","Ultimate","Virus","Cyborg","Black","5",7000,6,3,"4",3,"4","[Your Turn] This Digimon is also treated as red.","[Opponent's Turn] This Digimon gets +2000 DP.","-"
"BT6-062","Booster","Double Diamond","Volcanomon","Digimon","Ultimate","Data","Cyborg","Black","6",7000,6,3,"4",NA,NA,"-","[Your Turn] While your opponent has an unsuspended Digimon in play, this Digimon gains <Security Attack +1>. (This Digimon checks 1 additional security card.)","-"
"BT6-063","Booster","Double Diamond","BigMamemon","Digimon","Ultimate","Data","Mutant","Black","6",10000,7,3,"4",NA,NA,"-","-","-"
"BT6-064","Booster","Double Diamond","Mamemon","Digimon","Ultimate","Data","Mutant","Black","6",6000,7,3,"4",NA,NA,"<Decoy (Black)> (When one of your other black Digimon would be deleted by an opponent's effect, you may delete this Digimon to prevent that deletion.)[On Deletion] Delete 1 of your opponent's Digimon with a play cost of 7 or less.","-","-"
"BT6-064","Booster","Double Diamond","Mamemon","Digimon","Ultimate","Data","Mutant","Black","2",6000,7,3,"4",NA,NA,"<Decoy (Black)> (When one of your other black Digimon would be deleted by an opponent's effect, you may delete this Digimon to prevent that deletion.)[On Deletion] Delete 1 of your opponent's Digimon with a play cost of 7 or less.","-","-"
"BT6-065","Booster","Double Diamond","Gundramon","Digimon","Mega","Virus","Machine/Three Musketeers","Black","2",11000,11,4,"5",NA,NA,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[When Digivolving] Reveal the top 5 cards of your deck. You may use 1 Option card with a memory cost of 7 among them without paying its memory cost. Trash the remaining cards. If you don't use an Option card with this effect, delete 1 of your opponent's Digimon with a play cost of 4 or less.","-","-"
"BT6-066","Booster","Double Diamond","PileVolcamon","Digimon","Mega","Data","Cyborg","Black","2",11000,11,3,"5",NA,NA,"<Reboot> (Unsuspend this Digimon during your opponent's unsuspend phase.)[Opponent's Turn][Once Per Turn] When one of your other Digimon is deleted, trigger <De-Digivolve 1> on 1 of your opponent's Digimon. (Trash 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.)","-","-"
"BT6-067","Booster","Double Diamond","Gankoomon","Digimon","Mega","Data","Holy Warrior/Royal Knight","Black","2",12000,12,4,"5",NA,NA,"[When Digivolving] Delete all of your opponent's Digimon with the lowest play cost.[Your Turn] While your opponent has an unsuspended Digimon, this Digimon gains <Security Attack +1>. (This Digimon checks 1 additional security card.)","-","-"
"BT6-068","Booster","Double Diamond","Impmon","Digimon","Rookie","Virus","Evil","Purple","2",2000,3,0,"2",NA,NA,"[On Play] You may trash 1 card in your hand. If you do, return 1 Digimon card with [Seven Great Demon Lords] or [Three Musketeers] in its type from your trash to your hand.","-","-"
"BT6-068","Booster","Double Diamond","Impmon","Digimon","Rookie","Virus","Evil","Purple","3",2000,3,0,"2",NA,NA,"[On Play] You may trash 1 card in your hand. If you do, return 1 Digimon card with [Seven Great Demon Lords] or [Three Musketeers] in its type from your trash to your hand.","-","-"
"BT6-069","Booster","Double Diamond","Goblimon","Digimon","Rookie","Virus","Demon","Purple","6",2000,3,0,"2",NA,NA,"-","[Your Turn][Once Per Turn] When you trash a card in your hand using one of your effects, this Digimon gets +2000 DP for the turn.","-"
"BT6-070","Booster","Double Diamond","Elecmon","Digimon","Rookie","Virus","Mammal","Purple","7",2000,4,0,"2",NA,NA,"[On Deletion] Delete 1 of your opponent's level 3 Digimon.","-","-"
"BT6-071","Booster","Double Diamond","Kinkakumon","Digimon","Champion","Virus","Demon","Purple","3",5000,4,2,"3",NA,NA,"-","[When Attacking] You may trash 1 card in your hand to delete 1 of your opponent's level 3 Digimon.","-"
"BT6-072","Booster","Double Diamond","Ogremon","Digimon","Champion","Virus","Demon","Purple","7",4000,5,2,"3",NA,NA,"[On Play] You may trash 1 card in your hand to delete 1 of your opponent's level 4 or lower Digimon.","-","-"
"BT6-073","Booster","Double Diamond","Ginkakumon","Digimon","Champion","Virus","Demon","Purple","3",5000,5,2,"3",NA,NA,"-","[Your Turn][Once Per Turn] When you trash a card in your hand using one of your effects, gain 1 memory.","-"
"BT6-074","Booster","Double Diamond","Boogiemon","Digimon","Champion","Virus","Wizard","Purple","6",7000,5,2,"3",NA,NA,"-","-","-"
"BT6-075","Booster","Double Diamond","Ginkakumon Promote","Digimon","Champion","Virus","Demon","Purple","3",6000,6,2,"3",1,"3","<Rush> (This Digimon can attack the turn it comes into play.)[On Play] You may place 1 [Kinkakumon] and/or 1 [Ginkakumon] from your trash in this card's digivolution cards in any order. If you place 2 cards with this effect, trigger <Draw 1> (Draw 1 card from your deck) and gain 1 memory.","-","-"
